node1,node2,relation
CID000003488,CID000087177,C0000737
CID000003826,CID000150311,C0040034
CID000002083,CID005311048,C0342579
CID000003405,CID000005544,C0004093
CID000002666,CID000004601,C0007462
CID000002520,CID000003715,C0242362
CID000019090,CID000038904,C0004604
CID000000143,CID000002244,C0151744
CID000002267,CID000005245,C1260880
CID000002250,CID000004510,C0016204
3104,692312,interacts
CID000000853,CID000003661,C0004604
CID000002118,CID000005039,C0015967
54555,79039,interacts
51259,6560,interacts
4204,8463,interacts
CID000004691,CID000154059,C0917801
CID000003121,CID000004159,C0158252
CID000003957,CID000004691,C0002940
CID000002160,CID000004927,C0017672
CID000004917,CID005311048,C0003537
6207,54881,interacts
3475,6016,interacts
CID000003749,CID005311297,C0008033
8454,1875,interacts
CID000004885,CID005311027,C0030196
CID000004679,CID000130881,C0041582
CID000004510,CID000004917,C0239739
3659,91543,interacts
CID000005717,CID000123620,C0043096
CID000002083,CID000005656,C0085096
CID000002617,CID000004510,C0428977
CID000000450,CID000005650,C0017152
CID000002617,CID000003463,C0007642
CID000003419,CID000004679,C0012813
CID000002269,CID000002895,C0263912
CID000002435,CID000005212,C0030193
CID000064147,CID003468412,C0014591
CID000003937,CID000041781,C0242362
CID000004409,CID000005005,C0011991
CID000002156,CID000004889,C0242184
51514,79019,interacts
CID000002130,CID000002802,C0151786
CID000004170,CID000005408,C0151904
CID000002520,CID000003062,C0024103
CID000003696,CID000003883,C0013456
CID000002771,CID000010631,C0011860
CID000004046,CID000005203,C0011991
CID000000596,CID000003640,C0026764
CID000004168,CID000124087,C0002962
CID000002022,CID000004594,C0036983
CID000002462,CID000009433,C0009676
CID000005379,CID000034312,C0851578
CID000002995,CID000003958,C0019291
CID000003883,CID000123606,C0232492
64969,1659,interacts
CID000001983,CID000077999,C0018799
CID000003158,CID000005090,C0031350
CID000004946,CID000005650,C0024117
CID000002083,CID000003016,C0020488
CID000003749,CID000060852,C0042963
CID000003348,CID000005514,C0008350
CID000003911,CID000004510,C0243026
CID000003405,CID005311181,C0020542
CID000003476,CID004475485,C0149745
CID000002088,CID000154059,C0043352
CID000002662,CID000003676,C0013144
CID000004064,CID000004595,C0003123
CID000002666,CID000124087,C0030920
CID000004691,CID000151165,C0027497
CID000004614,CID000150311,C0020649
619373,2752,interacts
CID000003510,CID000038904,C0013404
CID000003339,CID000005076,C0004245
CID000001983,CID000002973,C0022658
CID000054688,CID005481350,C0018801
CID000002622,CID000083786,C0032227
CID000004691,CID000004873,C0021311
CID000002142,CID000003883,C0021311
CID000005090,CID000443871,C0004093
29896,2130,interacts
CID000002249,CID000003516,C0003467
CID000002244,CID000005291,C0085605
5045,4035,interacts
CID000000450,CID000004510,C0270996
CID000000772,CID000002764,C0026946
CID000002153,CID000005523,C0595939
5020,1394,interacts
CID000003345,CID000004946,C0080179
CID000005203,CID000005556,C0026946
CID000038904,CID000163742,C0015672
CID000027661,CID000060835,C0020456
CID000003032,CID000004112,C0035522
CID000003446,CID000004409,C0497247
CID000001983,CID000003642,C0013456
8546,910,interacts
CID000002585,CID000005152,C0011849
CID000002895,CID000004411,C0011168
CID000005402,CID000005656,C0398353
CID000004894,CID000068740,C0022658
CID000005523,CID000068740,C0041909
CID000004159,CID000004583,C0004239
29984,4087,interacts
CID000003793,CID000004873,C0700200
CID000002083,CID000003476,C0011168
5348,57446,interacts
CID000003386,CID000010631,C0038454
CID000001978,CID000004236,C0028754
CID000004205,CID000004236,C0042420
CID000008953,CID000083786,C0039240
CID000002617,CID000003446,C0027497
CID000001978,CID000003463,C0043352
268,10468,interacts
CID000000937,CID000003308,C0011991
CID000002160,CID000005656,C0917801
CID000002244,CID000003962,C0008033
7365,131,interacts
CID000003702,CID000005732,C0037995
22908,10488,interacts
CID000004543,CID000004674,C0036202
CID000002153,CID000003476,C0023518
CID000003158,CID000062924,C0086543
CID000000772,CID000004635,C0017574
5586,54849,interacts
CID000123620,CID000125889,C0085602
CID000004900,CID000005651,C0011175
CID000003696,CID000004449,C0151744
CID000000937,CID000160051,C0149931
CID000000853,CID006447131,C0039070
CID000004107,CID000004917,C0008031
CID000003446,CID000060835,C0042024
CID000005002,CID000060854,C0015645
CID000005073,CID000060147,C0162283
CID000003222,CID000003672,C0917801
CID000001775,CID000027991,C0149871
CID000003062,CID000005005,C0024117
CID000000838,CID000004679,C0151904
CID000002088,CID000005514,C0575090
CID000005726,CID005381226,C0035078
CID000004609,CID000083786,C0019151
CID000003043,CID000005076,C0014591
CID000005717,CID000054688,C0018932
CID000001983,CID000005402,C0023418
CID000002477,CID000003937,C0013604
10993,3948,interacts
CID000002713,CID000004829,C0040435
CID000001065,CID000002662,C0037052
CID000005732,CID000010631,C0158252
CID000002713,CID000005039,C0029882
CID000002909,CID005493381,C0020625
CID000003478,CID000004159,C0018418
899,51529,interacts
63978,79923,interacts
CID000002678,CID000003826,C0007642
85463,3656,interacts
6184,6189,interacts
CID000003749,CID005311027,C0011991
CID000000772,CID000002524,C0030193
CID000002249,CID000003750,C0005758
222194,55247,interacts
CID000001775,CID000002160,C0004134
CID000002662,CID000004889,C0262397
CID000004513,CID000005038,C0029124
CID000000444,CID000110634,C0011615
CID000003640,CID000005401,C0032285
CID000004740,CID000004900,C0000731
CID000002171,CID000123620,C0242429
CID000002576,CID000003157,C0085649
1018,2289,interacts
CID000002520,CID000016231,C0027497
CID000005358,CID000005391,C0031039
CID000002269,CID000002812,C0020538
CID000001983,CID000002462,C0009676
CID000005203,CID005329102,C0085593
CID000004543,CID000119607,C0037011
259292,7852,interacts
CID000003157,CID000003516,C0043144
CID000002405,CID000005650,C0003850
CID000002269,CID000005372,C0013404
CID000002522,CID000002666,C0010054
CID000004253,CID000005212,C0011168
CID000003062,CID000004635,C0575081
CID000003958,CID000010631,C0086543
55863,137682,interacts
CID000002585,CID000003446,C0014544
CID000002249,CID000003957,C0020538
CID000003410,CID004475485,C0032227
CID000003890,CID000004052,C0085649
CID000003440,CID005362420,C0151908
6168,64318,interacts
CID000002487,CID000003345,C0028081
CID000000772,CID000005234,C0035410
CID000004946,CID000065027,C0022660
CID000000838,CID000002471,C0008350
CID000004058,CID000004946,C0023518
CID000003902,CID000004885,C0019112
CID000005291,CID000083786,C0011615
CID000003154,CID000003446,C0034150
CID000003746,CID000005496,C0026858
CID000003348,CID000004920,C0151706
CID000003640,CID000003746,C0002962
CID000002284,CID000005650,C0018932
CID000003446,CID000003784,C0020538
CID000005095,CID000005656,C0019557
794,146713,interacts
23246,6135,interacts
CID000001983,CID000004205,C0242184
CID000002554,CID000002666,C0032231
CID000002658,CID000054454,C0004601
CID000002160,CID000003075,C0038358
CID000002118,CID000003350,C0235896
CID000002978,CID000004594,C0595939
CID000003016,CID000004510,C0018681
CID000003003,CID000003476,C0011175
CID000002405,CID000004594,C0009319
CID000004917,CID000005234,C0020621
CID000005005,CID000005076,C0032285
CID000000271,CID000054454,C0030312
CID000000772,CID000002284,C0039070
CID000005064,CID000150311,C0005779
10577,629,interacts
CID000001071,CID000002749,C0151766
CID000000937,CID000003367,C0004610
CID000124087,CID000150311,C0021311
CID000004856,CID000005005,C0001418
11190,7841,interacts
CID000002662,CID000002891,C0039239
CID000000444,CID000004112,C0235946
CID000002806,CID000003902,C0003864
CID000002895,CID000004168,C0028754
CID000003143,CID000004212,C0027947
CID000004927,CID000005152,C0025322
CID000002244,CID000004095,C0013144
6146,118460,interacts
CID000002405,CID000003958,C0085614
CID000004691,CID000004927,C0025323
CID000004053,CID000083786,C0013404
CID000003348,CID000004609,C0003123
CID000004635,CID000004900,C0019294
CID000000937,CID000004614,C0020443
CID000005203,CID000148211,C0027339
CID000002812,CID000003962,C0004153
3188,7415,interacts
CID000000596,CID005311297,C0022660
CID000005544,CID000060164,C0015967
CID000001302,CID000002771,C0026267
CID000003161,CID000003345,C0008767
CID000003032,CID000004543,C0020040
79600,54930,interacts
163786,1069,interacts
CID000004583,CID005481350,C0034150
CID000004440,CID000005358,C0878544
CID000003325,CID000005376,C0002962
CID000000853,CID000005650,C0003126
CID000003003,CID000003672,C0002726
10971,5894,interacts
11140,10482,interacts
10454,79444,interacts
CID000003108,CID000004052,C0004604
10152,4914,interacts
CID000004900,CID000074989,C0013221
CID000003883,CID004183806,C0019521
6517,3099,interacts
CID000001302,CID000004449,C0018681
CID000005155,CID000148192,C0152459
CID000004917,CID005311181,C0013404
CID000003883,CID000004691,C0027404
CID000002666,CID000003255,C0221245
CID000005544,CID000005735,C0442874
CID000002650,CID000003325,C1145670
CID000000271,CID003002190,C0023530
CID000002662,CID000002895,C0149521
CID000002118,CID000054841,C0009938
CID000002118,CID000054454,C0001623
CID000002662,CID000003249,C0009938
CID000004889,CID000004946,C0020488
CID000000853,CID000002617,C0000833
CID000003016,CID000004679,C0030196
CID000002764,CID000060795,C0027424
CID000003157,CID000003333,C0149931
CID000000564,CID000005039,C0003862
CID000002786,CID000005073,C0043094
CID000005095,CID000005650,C0018099
CID000003325,CID000005391,C0025222
CID000003386,CID000004829,C0016053
CID000002088,CID000004594,C0043096
CID000004585,CID000005496,C0020649
5422,170487,interacts
CID000002088,CID000002713,C0037672
CID000002520,CID000002666,C0020437
CID000000450,CID000004674,C0012833
CID000002153,CID000003003,C0013182
CID000005203,CID000005454,C0020538
5432,7316,interacts
7323,4089,interacts
CID000003062,CID000005038,C0043096
CID000005732,CID000024011,C0006325
CID000003702,CID000006691,C0042024
CID000004409,CID000004510,C0010034
CID000003467,CID000083786,C0013221
CID000005401,CID005329102,C0019080
CID000005514,CID000006691,C0027796
CID000003937,CID000005732,C0027404
4691,7874,interacts
84288,4644,interacts
545,11073,interacts
CID000002895,CID000004594,C0085615
CID000002160,1238,targets
CID000004946,CID000005076,C0151798
CID000003324,CID000003339,C1260880
CID000002803,CID000060147,C0575090
CID000001690,CID000003957,C0041912
958,51567,interacts
CID000001302,CID000003345,C0015732
242,8681,interacts
554,9829,interacts
CID000004583,CID000060696,C0040034
CID000004927,CID000005095,C0002871
51083,885,interacts
CID000002554,CID000003780,C0041834
CID000003440,CID000008953,C0026764
CID000002802,CID000006691,C0007570
CID000003161,CID000087177,C0024205
CID000002405,CID000093860,C0016663
886,2149,interacts
CID000003883,CID000003954,C0242379
CID000003121,CID000004889,C0085580
CID000003958,CID000004609,C0019151
4256,2026,interacts
CID000002471,CID000004034,C0041834
CID000004173,CID000004543,C0040425
CID000054454,CID004475485,C0013595
CID000003639,CID000004168,C0019112
CID000003516,CID003002190,C0149696
CID000006691,CID000060795,C0032285
CID000003075,CID005311297,C0043096
CID000001971,CID000003043,C0011849
CID000002541,CID000004594,C0019189
CID000003954,CID000005073,C0018802
CID000002666,CID000005732,C0038436
CID000003350,CID000003957,C0022679
CID000002244,CID000008953,C0085614
112399,5578,interacts
4771,5900,interacts
CID000002812,CID000003325,C1145670
CID000000450,CID000003158,C0032285
CID000060835,CID000060852,C0008031
CID000002375,CID000068740,C0085593
CID000003143,CID000216326,C0085649
CID000000581,CID000000772,C0008350
CID000005514,CID000034312,C0041834
CID000002477,CID000004095,C0007286
CID000004635,CID000056959,C0013404
CID000004510,CID000004594,C0015967
4803,467,interacts
CID000005291,CID000041781,C0030193
CID000003157,CID000005647,C0013384
CID000000838,CID000003345,C0004610
CID000005090,CID000054688,C0005001
9046,2674,interacts
CID000004158,CID000008953,C0442874
1857,8878,interacts
CID000002520,CID000005426,C0022660
CID000006691,CID005311297,C0262431
CID000004873,CID000005717,C0020443
CID000003386,CID000038904,C0032285
CID000002173,CID000004595,C0020598
CID000004168,CID000068740,C0020437
5567,4035,interacts
CID000002802,CID000003405,C0042961
CID000000271,5575,targets
29800,84301,interacts
CID000002951,CID000003016,C0020538
CID000003255,CID000004900,C0001969
55646,23633,interacts
CID000002160,CID000003476,C0032227
CID000005005,CID000010631,C0018188
CID000002022,CID005281104,C0020649
CID000003823,CID000005039,C0342579
CID000005453,CID000038904,C0004030
51434,122769,interacts
CID000002678,CID000003016,C0011175
CID000005212,CID000005514,C0009241
CID000005656,CID006398525,C0026946
CID000001065,CID000004034,C0018800
CID000005650,CID000170361,C0027404
330,5719,interacts
CID000003749,CID000003899,C0009806
CID000004168,CID000667490,C0022346
CID000000450,CID000004635,C0750426
CID000054841,CID000060854,C0020615
CID000004171,CID000005401,C0021400
CID000002806,CID000003639,C0042928
CID000002088,CID000124087,C0034186
CID000004091,CID000004539,C0595939
CID000003461,CID000104741,C0002871
8453,3728,interacts
CID000002678,CID000124087,C0575090
CID000003648,CID000004543,C0011991
CID000004189,CID000110635,C0032285
CID000003032,CID000003961,C0002884
8353,55148,interacts
CID000003746,CID005311297,C0162298
51284,114609,interacts
CID000002083,CID000002576,C0019348
CID000001302,CID000005002,C0014724
CID000002891,CID000003003,C0009241
CID000003937,CID003468412,C0020433
CID000003962,CID000083786,C0022658
CID000002250,CID000004058,C0018965
CID000002678,CID000003937,C0026946
CID000003222,CID000005672,C0030446
7363,7923,interacts
CID000002160,CID005311297,C0036337
CID000003365,CID000006691,C0010043
CID000002662,CID000047725,C0029442
CID000002895,CID000003345,C0023903
6923,2034,interacts
CID000003345,CID000003382,C0398353
CID000000450,CID000002812,C0520474
CID000003310,CID000004691,C0750426
CID000000853,CID000004543,C0003564
7265,5195,interacts
CID000005234,CID000216326,C1145670
27000,891,interacts
CID000003957,CID000077999,C0004623
CID000003059,CID000003386,C0011615
CID000003158,CID000119607,C0575081
CID000005732,CID000152945,C0032326
CID000005073,CID000005203,C1136085
26511,79666,interacts
50674,6658,interacts
CID000002462,CID000027661,C0032290
CID000000853,CID005481350,C0151798
CID000002160,CID000119607,C0011609
CID000002891,CID000005152,C0006145
CID000002022,CID000005496,C0018818
29896,1196,interacts
CID000000772,CID005282044,C0151766
CID000002160,CID000004205,C0041755
CID000003032,CID004183806,C0013295
CID000003928,CID000054454,C0085614
CID000001117,CID000004675,C0151904
CID000003143,CID000004058,C0018944
CID000004510,CID000005647,C0006826
CID000003957,CID000005717,C1260880
CID000004666,CID000047725,C0043352
CID000002764,CID000005391,C0022660
CID000000191,CID000002617,C0042510
CID000002083,CID000003696,C0042847
CID000003348,CID000004889,C0032300
CID000004594,CID000004828,C0018681
CID000004583,CID000123620,C0015403
CID000036339,CID003468412,C0036974
